"","Country","CC","Year","UD","CENT","WC_STRUCT","WC_RIGHTS","Govint","Level","RI","Coord","EXT","laborforce","GDPperhead","GDPperemployed","Averagewage","emissions","New_law","count1","CorpAll","CorpAllsm","coalprod","oilprod","gasprod","CS_part","Corr","Dem","Indep","law_count","totlaw_count","Area","Region","unfccc_member","pa_member","kyoto_member","timetrend"
"500","Estonia","EST",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,"Europe & Central Asia","East",1,1,1,27
"501","Estonia","EST",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,"Europe & Central Asia","East",1,1,1,28
"502","Estonia","EST",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,"Europe & Central Asia","East",1,1,1,29
"503","Estonia","EST",1990,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,35.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,"Europe & Central Asia","East",1,1,1,30
"504","Estonia","EST",1991,NA,NA,0,0,3,1,0,3,0,NA,NA,NA,NA,31.39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,"Europe & Central Asia","East",1,1,1,31
"505","Estonia","EST",1992,93.9,NA,0,0,4,1,0,3,0,NA,NA,NA,NA,23.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,"Europe & Central Asia","East",2,1,1,32
"506","Estonia","EST",1993,62.1,NA,0,0,4,1,0,3,1,NA,5725.08635,12381.687178,NA,17.94,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.801,0.178,0.888,1,0,224,"Europe & Central Asia","East",2,1,1,33
"507","Estonia","EST",1994,40.8,NA,0,0,4,1,0,3,1,NA,5884.861882,12869.323364,NA,17.06,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.801,0.178,0.873,1,0,224,"Europe & Central Asia","East",4,1,1,34
"508","Estonia","EST",1995,32.4,NA,0,0,4,1,0,3,1,NA,6405.567986,14639.998422,9104.16815152084,15.31,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.801,0.178,0.869,1,0,224,"Europe & Central Asia","East",4,1,1,35
"509","Estonia","EST",1996,28.8,NA,0,0,4,1,0,3,1,NA,6820.075077,15710.313561,9689.13138063415,16.21,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.759,0.148,0.87,1,0,224,"Europe & Central Asia","East",4,1,1,36
"510","Estonia","EST",1997,NA,NA,0,0,4,1,0,3,1,NA,7929.59175,18011.318255,10584.8076595527,15.77,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.759,0.148,0.87,1,0,224,"Europe & Central Asia","East",4,1,1,37
"511","Estonia","EST",1998,17.1,NA,0,0,4,1,0,3,1,NA,8396.02254,19256.666118,11283.1014691434,15.17,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.759,0.158,0.87,1,0,224,"Europe & Central Asia","East",4,1,2,38
"512","Estonia","EST",1999,16.1,NA,1,1,4,1,1,3,1,NA,8486.986659,20171.035671,11790.9668592375,14.02,0,0,-0.262809753417969,-0.562809765338898,NA,NA,NA,0.759,0.105,0.873,1,0,224,"Europe & Central Asia","East",4,1,2,39
"513","Estonia","EST",2000,14,NA,1,1,4,1,1,3,1,60.275,9408.746878,22526.015718,12734.6650296666,13.6,0,0,-0.262809753417969,-0.487809747457504,NA,NA,NA,0.78,0.065,0.874,1,0,224,"Europe & Central Asia","East",4,1,2,40
"514","Estonia","EST",2001,13.3,NA,1,1,2,1,1,2,1,61.075,10292.332879,24352.925586,13185.7541212108,21.39,0,0,-0.512809753417969,-0.46280974149704,NA,NA,NA,0.78,0.065,0.874,1,0,224,"Europe & Central Asia","East",4,1,2,41
"515","Estonia","EST",2002,12.8,NA,1,1,2,1,1,2,1,61.325,11635.368269,27353.495327,13971.4915709366,21.33,0,0,-0.512809753417969,-0.437809765338898,NA,NA,NA,0.78,0.065,0.875,1,0,224,"Europe & Central Asia","East",4,1,3,42
"516","Estonia","EST",2003,11.3,NA,1,1,2,1,1,2,1,62.95,13081.093659,29927.000499,15331.1731612508,23.01,0,0,-0.512809753417969,-0.412809759378433,NA,NA,NA,0.803,0.065,0.873,1,0,224,"Europe & Central Asia","East",4,1,3,43
"517","Estonia","EST",2004,10.1,NA,1,1,2,1,1,2,1,63.15,14482.628266,33050.968766,16548.8775966775,23.13,0,0,-0.512809753417969,-0.46280974149704,NA,NA,NA,0.803,0.057,0.871,1,0,224,"Europe & Central Asia","East",4,1,3,44
"518","Estonia","EST",2005,9.4,NA,1,1,2,1,1,2,1,64.825,16574.460961,36784.313245,17655.818177084,23.25,0,0,-0.512809753417969,-0.512809753417969,NA,NA,NA,0.803,0.046,0.871,1,0,224,"Europe & Central Asia","East",4,1,4,45
"519","Estonia","EST",2006,8.5,NA,1,1,2,1,1,2,1,68.425,19251.861257,40491.262846,19250.9666169619,16.57,0,0,-0.512809753417969,-0.512809753417969,NA,NA,NA,0.803,0.05,0.871,1,0,224,"Europe & Central Asia","East",4,1,4,46
"520","Estonia","EST",2007,7.6,NA,2,1,2,1,1,2,1,69.725,22128.124953,46185.668325,22392.2041539411,20.4,1,1,-0.387809753417969,-0.487809747457504,NA,NA,NA,0.803,0.05,0.873,1,1,225,"Europe & Central Asia","East",4,1,4,47
"521","Estonia","EST",2008,7,NA,2,1,2,1,1,2,1,70.075,22807.728631,47540.669678,22706.2479072499,18.89,0,0,-0.387809753417969,-0.46280974149704,NA,NA,NA,0.807,0.046,0.872,1,1,225,"Europe & Central Asia","East",4,1,4,48
"522","Estonia","EST",2009,7.7,NA,2,1,3,1,1,3,1,63.775,20590.604926,47698.354145,22189.8008378313,15.47,0,0,-0.387809753417969,-0.437809765338898,NA,NA,NA,0.807,0.046,0.873,1,1,225,"Europe & Central Asia","East",4,1,4,49
"523","Estonia","EST",2010,8.1,NA,2,1,3,1,1,3,1,61.25,21781.661292,52985.748951,21970.7274913442,19.47,0,0,-0.387809753417969,-0.412809759378433,NA,NA,NA,0.807,0.04,0.88,1,1,225,"Europe & Central Asia","East",4,1,4,50
"524","Estonia","EST",2011,7,NA,2,1,1,1,1,1,1,65.3,24735.346319,56319.503425,21478.525963209,21.81,1,1,-0.637809753417969,-0.437809765338898,NA,NA,NA,0.807,0.04,0.878,1,2,226,"Europe & Central Asia","East",4,1,4,51
"525","Estonia","EST",2012,6.1,NA,2,1,1,1,1,1,1,67.15,26141.08361,58369.273799,21798.0368007738,20.6,0,0,-0.637809753417969,-0.487809747457504,NA,NA,NA,0.807,0.04,0.877,1,2,226,"Europe & Central Asia","East",4,1,4,52
"526","Estonia","EST",2013,5.7,NA,2,1,1,1,1,1,1,68.475,27596.45887,60630.462639,22333.3966513206,23.03,0,0,-0.637809753417969,-0.537809729576111,NA,NA,NA,0.807,0.04,0.877,1,2,226,"Europe & Central Asia","East",4,1,4,53
"527","Estonia","EST",2014,5.5,NA,2,1,1,1,1,1,1,69.575,29107.891017,63253.778695,23547.8715768294,21.66,0,0,-0.637809753417969,-0.58780974149704,NA,NA,NA,0.795,0.04,0.882,1,2,226,"Europe & Central Asia","East",4,1,4,54
"528","Estonia","EST",2015,4.7,NA,2,1,1,1,1,1,1,71.875,29436.420468,62062.692246,24628.6910087771,19.24,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.795,0.04,0.892,1,2,226,"Europe & Central Asia","East",4,1,4,55
"529","Estonia","EST",2016,4.4,NA,2,1,1,1,1,1,1,72.1,31574.447146,66510.028814,25841.2867756966,19.45,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.844,0.04,0.905,1,2,226,"Europe & Central Asia","East",4,4,1,56
"530","Estonia","EST",2017,4.3,NA,2,1,1,1,1,1,1,74.125,34010.353451,69749.058457,26554.9612784706,20.04,1,1,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.824,0.04,0.901,1,3,227,"Europe & Central Asia","East",4,4,1,57
"531","Estonia","EST",2018,4.3,NA,2,1,1,1,1,1,1,74.775,37554.962474,76272.133949,28499.2544101746,NA,0,0,-0.637809753417969,-0.637809753417969,NA,NA,NA,0.884,0.043,0.901,1,3,227,"Europe & Central Asia","East",4,4,1,58
"532","Finland","FIN",1960,31.9,0.721,1,1,3,3,0,2,0,NA,NA,NA,NA,NA,0,0,-0.320084482431412,-0.320084482431412,NA,NA,NA,0.914,0.022,0.829,1,0,227,"Europe & Central Asia","Nordic",1,1,1,0
"533","Finland","FIN",1961,31.5,0.719,1,1,3,4,0,4,0,NA,NA,NA,NA,NA,0,0,0.0130192600190639,-0.153532609343529,NA,NA,NA,0.914,0.022,0.829,1,0,227,"Europe & Central Asia","Nordic",1,1,1,1
"534","Finland","FIN",1962,35.3,0.696,1,1,3,4,0,4,0,NA,NA,NA,NA,NA,0,0,0.0105157541111112,-0.0988498255610466,NA,NA,NA,0.914,0.022,0.822,1,0,227,"Europe & Central Asia","Nordic",1,1,1,2
"535","Finland","FIN",1963,37.4,0.677,1,1,3,3,0,2,0,NA,NA,NA,NA,NA,0,0,-0.324916511774063,-0.155366495251656,NA,NA,NA,0.914,0.022,0.825,1,0,227,"Europe & Central Asia","Nordic",1,1,1,3
"536","Finland","FIN",1964,37,0.693,1,1,3,4,0,4,1,NA,NA,NA,NA,NA,0,0,0.121314086019993,-0.10003037750721,NA,NA,NA,0.914,0.022,0.826,1,0,227,"Europe & Central Asia","Nordic",1,1,1,4
"537","Finland","FIN",1965,38.3,0.705,1,1,3,4,0,4,1,NA,NA,NA,NA,NA,0,0,0.12258243560791,-0.011496995575726,NA,NA,NA,0.914,0.022,0.827,1,0,227,"Europe & Central Asia","Nordic",1,1,1,5
"538","Finland","FIN",1966,39.6,0.702,1,1,3,4,0,4,1,NA,NA,NA,NA,NA,0,0,0.122228801250458,0.0103449132293463,NA,NA,NA,0.914,0.022,0.823,1,0,227,"Europe & Central Asia","Nordic",1,1,1,6
"539","Finland","FIN",1967,40.7,0.699,1,1,3,4,0,5,1,NA,NA,NA,NA,NA,0,0,-0.211397364735603,-0.034037709236145,NA,NA,NA,0.956,0.022,0.829,1,0,227,"Europe & Central Asia","Nordic",1,1,1,7
"540","Finland","FIN",1968,41,0.708,4,2,4,4,1,4,1,NA,NA,NA,NA,NA,0,0,0.900709450244904,0.211087480187416,NA,NA,NA,0.972,0.022,0.835,1,0,227,"Europe & Central Asia","Nordic",1,1,1,8
"541","Finland","FIN",1969,47.5,0.795,4,2,4,4,1,4,1,NA,NA,NA,NA,NA,0,0,0.910396754741669,0.368904024362564,NA,NA,NA,0.972,0.022,0.822,1,0,227,"Europe & Central Asia","Nordic",1,1,1,9
"542","Finland","FIN",1970,51.3,0.813,4,2,4,4,1,4,1,NA,3375.056665,6809.649379,NA,NA,0,0,0.912408828735352,0.526869297027588,NA,NA,NA,0.966,0.022,0.821,1,0,227,"Europe & Central Asia","Nordic",1,1,1,10
"543","Finland","FIN",1971,56.2,0.814,4,2,4,4,1,4,3,NA,3625.001084,7372.955496,NA,NA,0,0,1.13469362258911,0.72936224937439,NA,NA,NA,0.966,0.022,0.82,1,0,227,"Europe & Central Asia","Nordic",1,1,1,11
"544","Finland","FIN",1972,60.8,0.707,4,2,3,4,1,4,3,NA,4049.648707,8211.237434,NA,NA,0,0,0.900609910488129,0.951763689517975,NA,NA,NA,0.966,0.022,0.822,1,0,227,"Europe & Central Asia","Nordic",1,1,1,12
"545","Finland","FIN",1973,61.4,0.708,4,2,3,3,1,2,3,NA,4544.418774,9095.347427,NA,NA,0,0,0.567408978939056,0.885103642940521,NA,NA,NA,0.966,0.022,0.822,1,0,227,"Europe & Central Asia","Nordic",1,1,1,13
"546","Finland","FIN",1974,63.2,0.703,4,2,4,4,1,4,3,NA,5086.421445,10200.499391,NA,NA,0,0,1.12235450744629,0.927495181560516,NA,NA,NA,0.966,0.022,0.822,1,0,227,"Europe & Central Asia","Nordic",1,1,1,14
"547","Finland","FIN",1975,65.3,0.697,4,2,4,4,1,4,3,NA,5633.367364,11398.215954,NA,NA,0,0,1.12174534797668,0.969362497329712,NA,NA,NA,0.966,0.022,0.822,1,0,227,"Europe & Central Asia","Nordic",1,1,1,15
"548","Finland","FIN",1976,67.6,0.692,4,2,4,4,1,4,3,NA,5945.8148,12178.051532,NA,NA,0,0,1.12110912799835,0.96664559841156,NA,NA,NA,0.966,0.022,0.825,1,0,227,"Europe & Central Asia","Nordic",1,1,1,16
"549","Finland","FIN",1977,66.7,0.689,4,2,3,3,1,2,3,NA,6312.742198,13205.494772,NA,NA,0,0,0.565265774726868,0.899576723575592,NA,NA,NA,0.966,0.022,0.825,1,0,227,"Europe & Central Asia","Nordic",1,1,1,17
"550","Finland","FIN",1978,66.9,0.688,4,2,5,3,1,4,3,NA,6934.147922,14684.118102,NA,NA,0,0,0.787340342998505,0.943563044071198,NA,NA,NA,0.966,0.022,0.825,1,0,227,"Europe & Central Asia","Nordic",1,1,1,18
"551","Finland","FIN",1979,68.1,0.685,4,3,4,4,1,4,3,NA,8023.666128,16670.135313,NA,NA,0,0,1.23151028156281,0.965394198894501,NA,NA,NA,0.966,0.022,0.824,1,0,227,"Europe & Central Asia","Nordic",1,1,1,19
"552","Finland","FIN",1980,69.4,0.684,4,3,3,3,1,2,3,NA,9191.354744,18613.651964,NA,NA,0,0,0.675791919231415,0.87620347738266,NA,NA,NA,0.966,0.022,0.823,1,0,227,"Europe & Central Asia","Nordic",1,1,1,20
"553","Finland","FIN",1981,68.3,0.687,4,3,4,4,1,4,3,NA,10149.914167,20309.983325,NA,NA,0,0,1.23169124126434,0.898319900035858,NA,NA,NA,0.966,0.022,0.829,1,0,227,"Europe & Central Asia","Nordic",1,1,1,21
"554","Finland","FIN",1982,68.4,0.681,4,3,4,4,1,4,3,NA,11050.030662,22097.7723,NA,NA,0,0,1.23099839687347,1.03146648406982,NA,NA,NA,0.966,0.022,0.846,1,0,227,"Europe & Central Asia","Nordic",1,1,1,22
"555","Finland","FIN",1983,68.8,0.678,4,3,3,3,1,2,3,NA,11770.235389,23751.780327,NA,NA,0,0,0.675107359886169,1.00901985168457,NA,NA,NA,0.966,0.022,0.849,1,0,227,"Europe & Central Asia","Nordic",1,1,1,23
"556","Finland","FIN",1984,69,0.677,4,3,4,4,1,4,3,NA,12522.652915,25322.295999,NA,NA,0,0,1.23058068752289,1.00883388519287,NA,NA,NA,0.966,0.022,0.849,1,0,227,"Europe & Central Asia","Nordic",1,1,1,24
"557","Finland","FIN",1985,69.1,0.674,4,3,4,4,1,4,3,NA,13321.477908,26920.829829,NA,NA,0,0,1.23032224178314,1.11974000930786,NA,NA,NA,0.966,0.022,0.849,1,0,227,"Europe & Central Asia","Nordic",1,1,1,25
"558","Finland","FIN",1986,70,0.674,4,3,4,4,1,4,3,NA,13918.81359,28328.371198,NA,NA,0,0,1.23024356365204,1.11945044994354,NA,NA,NA,0.966,0.022,0.849,1,0,227,"Europe & Central Asia","Nordic",1,1,1,26
"559","Finland","FIN",1987,70.6,0.674,4,3,4,4,1,4,3,NA,14731.197259,29768.401688,NA,NA,0,0,1.23028635978699,1.11930799484253,NA,NA,NA,0.966,0.022,0.852,1,0,227,"Europe & Central Asia","Nordic",1,1,1,27
"560","Finland","FIN",1988,72.3,0.675,4,3,3,3,1,2,3,NA,15999.776205,32320.371217,NA,NA,0,0,0.674831569194794,1.11925292015076,NA,NA,NA,0.966,0.022,0.852,1,0,227,"Europe & Central Asia","Nordic",1,1,1,28
"561","Finland","FIN",1989,73.2,0.67,4,3,4,4,1,4,3,NA,17409.860809,34897.045666,NA,NA,0,0,1.22977900505066,1.11909258365631,NA,NA,NA,0.966,0.022,0.852,1,0,227,"Europe & Central Asia","Nordic",1,1,1,29
"562","Finland","FIN",1990,72.8,0.666,4,3,4,4,1,4,3,NA,18102.410958,36568.571544,34538.6520161498,45.13,0,0,1.22941303253174,1.11891067028046,NA,NA,NA,0.966,0.022,0.863,1,0,227,"Europe & Central Asia","Nordic",1,1,1,30
"563","Finland","FIN",1991,75.9,0.663,4,3,4,4,1,4,3,NA,17517.08379,37665.824506,34960.4523926732,45.04,0,0,1.22909498214722,1.11868095397949,NA,NA,NA,0.969,0.022,0.864,1,0,227,"Europe & Central Asia","Nordic",1,1,1,31
"564","Finland","FIN",1992,78.9,0.642,4,3,4,4,1,4,3,NA,17228.753074,39918.833234,34444.3151690528,41.93,0,0,1.22669208049774,1.1179621219635,NA,NA,NA,0.969,0.022,0.864,1,0,227,"Europe & Central Asia","Nordic",2,1,1,32
"565","Finland","FIN",1993,81.2,0.681,4,3,4,4,1,3,3,NA,17435.816556,43068.022524,33245.047995433,43.18,0,0,1.1199734210968,1.20699048042297,NA,NA,NA,0.969,0.022,0.873,1,0,227,"Europe & Central Asia","Nordic",2,1,1,33
"566","Finland","FIN",1994,80.8,0.685,4,3,3,3,1,2,3,NA,18434.199045,46492.557621,33726.3672215616,49.78,0,0,0.675957977771759,1.09622633457184,NA,NA,NA,0.969,0.022,0.877,1,0,227,"Europe & Central Asia","Nordic",4,1,1,34
"567","Finland","FIN",1995,80.8,0.677,4,3,3,3,1,2,3,NA,19539.496848,48479.060572,35057.1876438504,45.78,0,0,0.675092399120331,0.98536217212677,NA,NA,NA,0.969,0.022,0.875,1,0,227,"Europe & Central Asia","Nordic",4,1,1,35
"568","Finland","FIN",1996,80.8,0.679,4,3,4,4,1,4,3,NA,20038.365726,49051.162646,35861.8842848851,52.28,0,0,1.2308121919632,0.985705614089966,NA,NA,NA,0.969,0.022,0.875,1,0,227,"Europe & Central Asia","Nordic",4,1,1,36
"569","Finland","FIN",1997,80.7,0.677,4,3,4,4,1,4,3,NA,21787.050663,51732.922018,35897.1634622768,50.27,0,0,1.23058390617371,0.986483991146088,NA,NA,NA,0.969,0.022,0.875,1,0,227,"Europe & Central Asia","Nordic",4,1,1,37
"570","Finland","FIN",1998,78.4,0.67,4,3,4,4,1,4,3,64.05,23575.985447,55031.633753,36851.7678710499,46.59,0,0,1.22984504699707,1.0084582567215,NA,NA,NA,0.969,0.022,0.875,1,0,227,"Europe & Central Asia","Nordic",4,1,2,38
"571","Finland","FIN",1999,75.8,0.671,4,3,4,4,1,4,3,66.275,24767.164069,56776.632495,37713.849475793,45.68,1,1,1.22989237308502,1.11924517154694,NA,NA,NA,0.969,0.022,0.875,1,1,228,"Europe & Central Asia","Nordic",4,1,2,39
"572","Finland","FIN",2000,74.3,0.675,4,3,3,3,1,2,3,67.15,26796.410494,60311.148796,38361.2419031387,44.08,0,0,0.674875974655151,1.11920189857483,NA,NA,NA,0.969,0.022,0.875,1,1,228,"Europe & Central Asia","Nordic",4,1,2,40
"573","Finland","FIN",2001,75.1,0.68,4,3,4,4,1,4,3,68.125,27807.753084,61771.193749,38562.9159054591,58.66,0,0,1.23088204860687,1.11921584606171,NA,NA,NA,0.969,0.022,0.875,1,1,228,"Europe & Central Asia","Nordic",4,1,2,41
"574","Finland","FIN",2002,73.7,0.679,4,3,4,4,1,4,3,68.075,28605.12287,62918.204196,38770.894416092,61.01,0,0,1.23084771633148,1.11926865577698,NA,NA,NA,0.969,0.022,0.875,1,1,228,"Europe & Central Asia","Nordic",4,1,3,42
"575","Finland","FIN",2003,72.7,0.681,4,3,4,4,1,4,3,67.7,29021.635718,63835.353165,39507.7279909814,69.32,0,0,1.23099708557129,1.11949908733368,NA,NA,NA,0.969,0.022,0.875,1,1,228,"Europe & Central Asia","Nordic",4,1,3,43
"576","Finland","FIN",2004,72,0.701,4,3,4,4,1,4,3,67.65,31175.727784,68412.566632,40810.9648372137,65.25,1,1,1.23325335979462,1.12017118930817,NA,NA,NA,0.969,0.022,0.875,1,2,229,"Europe & Central Asia","Nordic",4,1,3,44
"577","Finland","FIN",2005,71.1,0.701,4,3,4,4,1,4,3,68.375,32051.762833,69513.726487,41696.9379665052,53.08,0,0,1.2332946062088,1.2318549156189,NA,NA,NA,0.969,0.022,0.875,1,2,229,"Europe & Central Asia","Nordic",4,1,4,45
"578","Finland","FIN",2006,70.6,0.7,4,3,4,4,1,4,3,69.35,34408.817576,73529.928583,42571.7906706215,60.33,0,0,1.23320353031158,1.2323192358017,NA,NA,NA,0.969,0.022,0.887,1,2,229,"Europe & Central Asia","Nordic",4,1,4,46
"579","Finland","FIN",2007,70.6,0.7,4,3,4,4,1,4,3,70.3,37792.556772,79349.515662,43147.9842256788,58.39,0,0,1.17759692668915,1.22166907787323,NA,NA,NA,0.969,0.022,0.887,1,2,229,"Europe & Central Asia","Nordic",4,1,4,47
"580","Finland","FIN",2008,69.9,0.702,4,3,1,3,1,3,3,71.05,40083.701961,82707.755815,43515.3202725375,50.33,0,0,0.78897100687027,1.13326382637024,NA,NA,NA,0.969,0.022,0.887,1,2,229,"Europe & Central Asia","Nordic",4,1,4,48
"581","Finland","FIN",2009,71.1,0.702,4,3,1,3,1,3,3,68.725,38000.01873,80834.44896,43891.2541373884,46.68,0,0,0.7889564037323,1.04440450668335,NA,NA,NA,0.969,0.022,0.887,1,2,229,"Europe & Central Asia","Nordic",4,1,4,49
"582","Finland","FIN",2010,70.3,0.71,4,3,1,3,1,3,3,68.15,38985.872021,83816.421213,44506.635523057,54.75,1,3,0.789770126342773,0.955699622631073,NA,NA,NA,0.968,0.022,0.887,1,5,232,"Europe & Central Asia","Nordic",4,1,4,50
"583","Finland","FIN",2011,69.5,0.712,4,3,4,4,1,4,3,69.025,40916.647366,86988.033537,44528.2281584982,72.66,1,1,1.23445165157318,0.955949246883392,NA,NA,NA,0.968,0.022,0.889,1,6,233,"Europe & Central Asia","Nordic",4,1,4,51
"584","Finland","FIN",2012,69.6,0.72,4,3,4,4,1,4,3,69.375,40872.854821,86571.587966,44573.8488245899,66.88,0,0,1.23543012142181,0.967515885829926,NA,NA,NA,0.968,0.022,0.89,1,6,233,"Europe & Central Asia","Nordic",4,1,4,52
"585","Finland","FIN",2013,68.2,0.727,4,3,4,4,1,4,3,68.875,41492.918367,88965.97272,44137.7151486489,67.65,1,2,1.23612892627716,1.0569474697113,NA,NA,NA,0.97,0.017,0.894,1,8,235,"Europe & Central Asia","Nordic",4,1,4,53
"586","Finland","FIN",2014,67.6,0.731,4,3,4,4,1,4,3,68.725,41749.864714,90295.219543,44138.3428494848,63.56,1,1,1.23662984371185,1.1464821100235,NA,NA,NA,0.97,0.017,0.894,1,9,236,"Europe & Central Asia","Nordic",4,1,4,54
"587","Finland","FIN",2015,66.4,0.733,4,3,4,4,1,4,3,68.55,42490.211112,92268.643316,44616.2680032732,60.1,1,1,1.23682332038879,1.23589277267456,NA,NA,NA,0.97,0.018,0.875,1,10,237,"Europe & Central Asia","Nordic",4,1,4,55
"588","Finland","FIN",2016,64.9,0.736,4,3,4,4,1,4,3,69.075,44934.488199,97400.005128,44975.6070301603,62.81,1,1,1.23715341091156,1.23643314838409,NA,NA,NA,0.97,0.018,0.869,1,11,238,"Europe & Central Asia","Nordic",4,4,1,56
"589","Finland","FIN",2017,62.2,0.757,4,3,1,3,1,3,3,69.975,47722.172034,102608.81724,44864.4158738281,59.85,1,1,0.795029878616333,1.148353099823,NA,NA,NA,0.955,0.018,0.873,1,12,239,"Europe & Central Asia","Nordic",4,4,1,57
"590","Finland","FIN",2018,60.3,0.76,4,3,1,3,1,3,3,72.075,51296.001595,107748.75443,45023.39388448,NA,0,0,0.795361697673798,1.06019961833954,NA,NA,NA,0.96,0.028,0.88,1,12,239,"Europe & Central Asia","Nordic",4,4,1,58
"591","France","FRA",1960,18.9,0.345,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0284785535186529,-0.0284785535186529,NA,NA,NA,0.88,0.06,0.762,1,0,239,"Europe & Central Asia","South",1,1,1,0
"592","France","FRA",1961,19.6,0.346,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0283505395054817,-0.0284145474433899,NA,NA,NA,0.88,0.06,0.762,1,0,239,"Europe & Central Asia","South",1,1,1,1
"593","France","FRA",1962,18.7,0.332,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0299317371100187,-0.0289202760905027,NA,NA,NA,0.88,0.06,0.762,1,0,239,"Europe & Central Asia","South",1,1,1,2
"594","France","FRA",1963,20,0.335,3,1,3,3,0,2,3,NA,NA,NA,NA,NA,0,0,0.0815092697739601,-0.00131289009004831,NA,NA,NA,0.88,0.06,0.783,1,0,239,"Europe & Central Asia","South",1,1,1,3
"595","France","FRA",1964,19.8,0.333,3,1,3,3,0,2,3,NA,NA,NA,NA,NA,0,0,0.0812942236661911,0.0152085330337286,NA,NA,NA,0.88,0.06,0.783,1,0,239,"Europe & Central Asia","South",1,1,1,4
"596","France","FRA",1965,19.7,0.333,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0298974122852087,0.0149247609078884,NA,NA,NA,0.88,0.06,0.601,1,0,239,"Europe & Central Asia","South",1,1,1,5
"597","France","FRA",1966,19.1,0.323,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0309168100357056,0.0144115071743727,NA,NA,NA,0.88,0.06,0.785,1,0,239,"Europe & Central Asia","South",1,1,1,6
"598","France","FRA",1967,19.3,0.321,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0311717968434095,0.01416349504143,NA,NA,NA,0.88,0.06,0.79,1,0,239,"Europe & Central Asia","South",1,1,1,7
"599","France","FRA",1968,20.7,0.327,3,1,3,3,0,1,3,NA,NA,NA,NA,NA,0,0,-0.0305096544325352,-0.00824028998613358,NA,NA,NA,0.88,0.06,0.79,1,0,239,"Europe & Central Asia","South",1,1,1,8
"600","France","FRA",1969,22.6,0.335,3,2,5,3,0,2,3,NA,NA,NA,NA,NA,0,0,0.192633271217346,0.0140275191515684,NA,NA,NA,0.88,0.06,0.819,1,0,239,"Europe & Central Asia","South",1,1,1,9
"601","France","FRA",1970,22.2,0.258,3,2,3,3,0,2,3,NA,3684.679385,8979.02918,NA,NA,0,0,0.184044256806374,0.0568158552050591,NA,NA,NA,0.88,0.06,0.844,1,0,239,"Europe & Central Asia","South",1,1,1,10
"602","France","FRA",1971,22.1,0.255,3,2,3,3,0,1,3,NA,4038.808158,9889.384619,NA,NA,0,0,0.0725764185190201,0.0775144994258881,NA,NA,NA,0.88,0.06,0.842,1,0,239,"Europe & Central Asia","South",1,1,1,11
"603","France","FRA",1972,22.2,0.253,3,2,3,3,0,1,3,NA,4364.52666,10716.75927,NA,NA,0,0,0.0723748207092285,0.0982238203287125,NA,NA,NA,0.88,0.06,0.836,1,0,239,"Europe & Central Asia","South",1,1,1,12
"604","France","FRA",1973,22.7,0.252,3,2,3,3,0,1,3,NA,4856.677592,11856.687082,NA,NA,0,0,0.0723132491111755,0.118788406252861,NA,NA,NA,0.88,0.06,0.846,1,0,239,"Europe & Central Asia","South",1,1,1,13
"605","France","FRA",1974,22.4,0.25,3,2,3,3,0,1,3,NA,5485.497075,13356.57704,NA,NA,0,0,0.0719997957348824,0.0946617051959038,NA,NA,NA,0.88,0.06,0.85,1,0,239,"Europe & Central Asia","South",1,1,1,14
"606","France","FRA",1975,22.8,0.248,3,2,3,3,0,1,3,NA,5908.549933,14566.644496,NA,NA,0,0,0.0717859417200089,0.0722100436687469,NA,NA,NA,0.88,0.06,0.859,1,0,239,"Europe & Central Asia","South",1,1,1,15
